Season,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,playerid
1968,John Morris,BAL,2,0,2.56,19,0,0,0,0,,,31.2,133,19,11,9,4,17,2,4,2,0,22,1009219
1965,George Brunet,CAL,9,11,2.56,41,26,8,3,2,,,197,798,149,64,56,9,69,8,3,3,3,141,1001590
1889,Jesse Duryea,CIN,32,19,2.56,53,48,38,2,1,,,401,,372,208,114,9,127,,0,20,0,183,1003599
1890,Amos Rusie,NYG,29,34,2.56,67,63,56,4,1,,,548.2,,436,300,156,3,289,,0,36,0,341,1011308
1928,Herb Pennock,NYY,17,6,2.56,28,24,18,5,3,,,211,871,215,71,60,2,40,,0,3,0,53,1010161
1992,Jose Rijo,CIN,15,10,2.56,33,33,2,0,0,,,211,836,185,67,60,15,44,1,3,2,1,171,349
1984,Dave Schmidt,TEX,6,6,2.56,43,0,0,0,12,,,70.1,293,69,30,20,3,20,9,0,4,0,46,1011580
1873,Bobby Mathews,NYM,29,23,2.56,52,52,47,2,0,,,443,,489,348,126,5,62,,,,0,75,1008234
1981,Steve Comer,TEX,8,2,2.56,36,1,0,0,6,,,77.1,330,70,25,22,1,31,8,1,2,0,22,1002482
1976,Clay Carroll,CHW,4,4,2.56,29,0,0,0,6,,,77.1,311,67,26,22,1,24,2,2,4,0,38,1001997
1964,Juan Pizarro,CHW,19,9,2.56,33,33,11,4,0,,,239,952,193,78,68,23,55,5,3,10,0,162,1010382
1990,Doug Jones,CLE,5,5,2.56,66,0,0,0,43,,,84.1,331,66,26,24,5,22,4,2,2,0,55,1006552
1943,Ed Hanyzewski,CHC,8,7,2.56,33,16,3,0,0,,,130,557,120,54,37,2,45,,2,3,0,55,1005336
1963,Al Downing,NYY,13,5,2.56,24,22,10,4,0,,,175.2,707,114,52,50,7,80,1,0,5,1,171,1003450
1990,Dave Stewart,OAK,22,11,2.56,36,36,11,4,0,,,267,1088,226,84,76,16,83,1,5,8,0,166,1012519
1980,Tom Hume,CIN,9,10,2.56,78,0,0,0,25,,,137,554,121,44,39,6,38,14,3,2,0,68,1006179
1944,Steve Gromek,CLE,10,9,2.56,35,21,12,2,1,,,203.2,820,160,74,58,5,70,,3,2,0,115,1005080
1910,Alex Malloy,SLB,0,6,2.56,7,6,4,0,0,,,52.2,,47,26,15,0,17,,2,1,0,27,1008024
1969,Phil Niekro,ATL,23,13,2.56,40,35,21,4,1,,,284.1,1143,235,93,81,21,57,7,5,15,0,193,1009583
1909,Charley Hall,BOS,6,4,2.56,11,7,3,0,0,,,59.2,,59,24,17,0,17,,3,0,0,27,1005239
1974,Grant Jackson,BAL,6,4,2.57,49,0,0,0,12,,,66.2,272,48,19,19,7,22,4,1,2,0,56,1006298
1912,Rube Marquard,NYG,26,11,2.57,43,38,22,1,1,,,294.2,,286,112,84,9,80,,3,8,0,175,1008125
1944,Joe Haynes,CHW,5,6,2.57,33,12,8,0,2,,,154.1,640,148,55,44,5,43,,0,2,0,44,1005534
1959,Don McMahon,MIL,5,3,2.57,60,0,0,0,15,,,80.2,359,81,26,23,5,37,5,1,3,1,55,1008629
1992,Mike Bielecki,ATL,2,4,2.57,19,14,1,1,0,,,80.2,336,77,27,23,2,27,1,1,4,0,62,1000951
1892,Adonis Terry,- - -,18,8,2.57,31,27,25,2,1,,,249,,192,113,71,3,113,,0,8,0,98,1012926
1981,Doug Corbett,MIN,2,6,2.57,54,0,0,0,17,,,87.2,376,80,29,25,5,34,13,0,2,0,60,1002608
1885,Dupee Shaw,PRO,23,26,2.57,49,49,47,6,0,,,399.2,,343,209,114,7,99,,0,32,0,194,1011821
1913,Larry Cheney,CHC,21,14,2.57,54,36,25,2,11,,,305,,271,117,87,7,98,,8,19,0,136,1002176
1919,Grover Lowdermilk,- - -,5,5,2.57,27,11,5,0,0,,,108.2,445,101,46,31,0,47,,9,3,0,49,1007784
1986,Bob Ojeda,NYM,18,5,2.57,32,30,7,2,0,,,217.1,871,185,72,62,15,52,3,2,2,1,148,1009756
1913,Earl Hamilton,SLB,13,12,2.57,31,24,19,3,1,,,217.1,,197,95,62,3,83,,9,5,0,101,1005273
1916,Bob Groom,SLB,13,9,2.57,41,26,8,1,4,,,217.1,872,174,82,62,1,98,,3,2,0,92,1005081
1878,The Only Nolan,IND,13,22,2.57,38,38,37,1,0,,,347,,357,208,99,1,56,,,21,0,125,1009618
1982,Dan Quisenberry,KCR,9,7,2.57,72,0,0,0,35,,,136.2,529,126,43,39,12,12,2,0,1,0,46,1010622
1989,Chuck Finley,CAL,16,9,2.57,29,29,9,1,0,,,199.2,827,171,64,57,13,82,0,2,4,2,156,384
1907,Nick Altrock,CHW,7,13,2.57,30,21,15,1,2,,,213.2,,210,76,61,3,31,,2,4,0,61,1000191
1943,Nate Andrews,BSN,14,20,2.57,36,34,23,3,0,,,283.2,1167,253,100,81,11,75,,6,4,1,80,1000259
1972,Moe Drabowsky,- - -,1,1,2.57,37,0,0,0,2,,,35,155,35,15,10,4,16,4,1,3,0,26,1003474
1975,Tom Buskey,CLE,5,3,2.57,50,0,0,0,7,,,77,316,69,27,22,7,29,10,1,4,0,29,1001759
1976,Doug Rau,LAD,16,12,2.57,34,32,8,3,0,,,231,950,221,71,66,18,69,1,7,2,1,98,1010717
1880,Gid Gardner,CLE,1,8,2.57,9,9,9,0,0,,,77,,80,53,22,2,20,,,10,0,21,1004523
1884,Tom Lynch,CHI,0,0,2.57,1,1,0,0,0,,,7,,7,4,2,1,3,,0,0,0,2,1007869
1888,Buck Ewing,NYG,0,0,2.57,2,0,0,0,0,,,7,,8,9,2,1,4,,1,2,0,6,1003881
1894,Fred Pfeffer,LOU,0,0,2.57,1,0,0,0,0,,,7,,8,6,2,0,6,,0,0,0,0,1010263
1895,George Meakim,LOU,1,0,2.57,1,1,1,0,0,,,7,,7,2,2,0,4,,0,0,0,2,1008709
1897,Doc Amole,BAL,4,4,2.57,11,7,6,0,0,,,70,,67,34,20,0,17,,6,2,0,19,1000211
1899,Bill Reidy,BRO,1,0,2.57,2,1,1,0,1,,,7,,9,2,2,0,2,,0,0,0,2,1010796
1903,Ed Pinnance,PHA,0,0,2.57,2,1,0,0,1,,,7,,5,2,2,0,2,,0,0,0,2,1010359
1904,Charlie Jaeger,DET,3,3,2.57,8,6,5,0,0,,,49,,49,29,14,0,15,,6,2,0,13,1006334
1905,Charlie Case,PIT,11,11,2.57,31,24,18,3,1,,,217,,202,81,62,2,66,,15,8,0,57,1002032
1905,Barney Wolfe,WAS,9,13,2.57,28,23,17,1,1,,,182,,162,76,52,1,37,,8,4,0,52,1014185
1906,Willy Wilson,WAS,0,1,2.57,1,1,1,0,0,,,7,,3,2,2,0,2,,1,0,0,1,1014112
1907,Roy Beecher,NYG,0,2,2.57,2,2,2,0,0,,,14,,17,8,4,0,6,,0,0,0,5,1000771
1907,Barney Pelty,SLB,12,21,2.57,36,31,29,5,1,,,273,,234,101,78,1,64,,19,4,0,85,1010136
1908,Buster Brown,PHI,0,0,2.57,3,0,0,0,0,,,7,,9,6,2,0,5,,1,0,0,3,1001499
1908,Harry Krause,PHA,1,1,2.57,4,2,2,0,0,,,21,,20,11,6,0,4,,3,2,0,10,1007143
1908,Bill Malarkey,NYG,0,2,2.57,15,0,0,0,2,,,35,,31,16,10,1,10,,1,0,0,12,1008010
1908,Ralph Savidge,CIN,0,1,2.57,4,1,1,0,0,,,21,,18,9,6,0,8,,0,2,0,7,1011473
1909,Jack Bushelman,CIN,0,1,2.57,1,1,1,0,0,,,7,,7,7,2,1,4,,0,0,0,3,1001751
1910,Frank Browning,DET,2,2,2.57,11,6,2,0,3,,,49,,51,17,14,0,10,,0,1,0,16,1001517
1910,Dutch Hinrichs,WAS,0,1,2.57,3,0,0,0,1,,,7,,10,7,2,0,3,,0,3,0,5,1005847
1913,Curly Brown,SLB,1,1,2.57,2,2,2,0,0,,,14,,12,5,4,0,4,,0,0,0,3,1001505
1916,Deacon Jones,DET,0,0,2.57,1,0,0,0,0,,,7,31,7,3,2,0,5,,0,0,0,2,1006549
1918,Dick Rudolph,BSN,9,10,2.57,21,20,15,3,0,,,154,615,144,63,44,2,30,,0,1,0,48,1011284
1920,Hal Kime,STL,0,0,2.57,4,0,0,0,0,,,7,30,9,4,2,0,2,,1,0,0,1,1006917
1923,Ren Kelly,PHA,0,0,2.57,1,0,0,0,0,,,7,33,7,3,2,0,4,,0,0,0,1,1006814
1925,Bud Culloton,PIT,0,1,2.57,9,1,0,0,0,,,21,81,19,8,6,1,1,,0,2,0,3,1002863
1937,Bill McGee,STL,1,0,2.57,4,1,1,0,0,,,14,57,13,4,4,1,4,,1,0,0,9,1008507
1938,Joe Rogalski,DET,0,0,2.57,2,0,0,0,0,,,7,30,12,4,2,0,0,,0,0,0,2,1011127
1942,Hank Gornicki,PIT,5,6,2.57,25,14,7,2,2,,,112,464,89,45,32,2,40,,1,1,0,48,1004889
1944,Joe Vitelli,PIT,0,0,2.57,4,0,0,0,0,,,7,36,5,6,2,1,7,,1,0,0,2,1013442
1958,Jim Owens,PHI,1,0,2.57,1,1,0,0,0,,,7,31,4,4,2,1,5,0,0,2,0,3,1009923
1958,Don Rudolph,CHW,1,0,2.57,7,0,0,0,1,,,7,26,4,2,2,0,5,1,0,0,0,2,1011285
1963,Aurelio Monteagudo,KCA,0,0,2.57,4,0,0,0,0,,,7,28,4,2,2,0,3,0,0,0,0,3,1009063
1963,Jim Roland,MIN,4,1,2.57,10,7,2,1,0,,,49,203,32,17,14,4,27,1,0,2,0,34,1011156
1966,Greg Bollo,CHW,0,1,2.57,3,1,0,0,0,,,7,30,7,2,2,0,3,0,1,0,0,4,1001150
1966,Charlie Vaughan,ATL,1,0,2.57,1,1,0,0,0,,,7,31,8,2,2,0,3,0,0,0,0,6,1013379
1968,Pete Cimino,CAL,0,0,2.57,4,0,0,0,0,,,7,32,7,5,2,0,4,0,0,2,0,2,1002240
1970,Camilo Pascual,LAD,0,0,2.57,10,0,0,0,0,,,14,59,12,4,4,2,5,1,1,0,0,8,1010039
1974,Jerry Bell,MIL,1,0,2.57,5,0,0,0,0,,,14,59,17,6,4,2,5,0,0,2,0,4,1000812
1975,Steve Barr,BOS,0,1,2.57,3,2,0,0,0,,,7,38,11,9,2,1,7,0,0,1,0,2,1000613
1975,David Clyde,TEX,0,1,2.57,1,1,0,0,0,,,7,29,6,3,2,0,6,0,0,1,0,2,1002367
1980,Mark Davis,PHI,0,0,2.57,2,1,0,0,0,,,7,30,4,2,2,0,5,0,0,0,0,5,1003067
1981,Andy McGaffigan,NYY,0,0,2.57,2,0,0,0,0,,,7,31,5,3,2,1,3,0,0,0,1,2,1008497
1986,Randy Bockus,SFG,0,0,2.57,5,0,0,0,0,,,7,36,7,5,2,1,6,1,0,0,0,4,1001110
1987,Joe Price,SFG,2,2,2.57,20,0,0,0,1,,,35,137,19,10,10,5,13,2,1,1,0,42,1010530
1985,Dwayne Henry,TEX,2,2,2.57,16,0,0,0,3,,,21,86,16,7,6,0,7,0,0,1,0,20,1005670
1982,Dave Dravecky,SDP,5,3,2.57,31,10,0,0,2,,,105,426,86,37,30,8,33,3,1,0,1,59,1003486
1980,Jerry Don Gleaton,TEX,0,0,2.57,5,0,0,0,0,,,7,30,5,2,2,0,4,0,0,0,0,2,1004772
1975,Joe Hoerner,PHI,0,0,2.57,25,0,0,0,0,,,21,96,25,6,6,3,8,2,1,3,0,20,1005895
1992,Brian Drahman,CHW,0,0,2.57,5,0,0,0,0,,,7,29,6,3,2,0,2,0,0,1,0,1,1003476
1952,Billy Pierce,CHW,15,12,2.57,33,32,14,4,1,,,255.1,1042,214,76,73,12,79,,3,3,0,144,1010326
1972,Mike Cuellar,BAL,18,12,2.57,35,35,17,4,0,,,248.1,989,197,78,71,21,71,4,0,3,0,132,1002853
1916,George McConnell,CHC,4,12,2.57,28,21,8,1,0,,,171.1,682,137,66,49,8,35,,5,8,0,82,1008406
1916,Joe Bush,PHA,15,24,2.57,40,33,25,8,0,,,286.2,1145,222,109,82,3,130,,3,15,0,157,1001754
1965,Ted Abernathy,CHC,4,6,2.57,84,0,0,0,31,,,136.1,572,113,49,39,7,56,13,5,6,0,104,1000020
1957,Whitey Ford,NYY,11,5,2.57,24,17,5,0,0,,,129.1,539,114,46,37,10,53,3,1,2,2,84,1004227
1903,Tom Hughes,BOS,20,7,2.57,33,31,25,5,0,,,244.2,,232,95,70,4,60,,9,2,1,112,1006163
1911,Pete Alexander,PHI,28,13,2.57,48,37,31,7,3,,,367,,285,133,105,5,129,,8,4,1,227,1000128
1963,Al McBean,PIT,13,3,2.57,55,7,2,1,11,,,122.1,499,100,42,35,5,39,9,2,2,3,74,1008337
1964,Sammy Ellis,CIN,10,3,2.57,52,5,2,0,14,,,122.1,488,101,38,35,9,28,2,1,2,0,125,1003753
1913,Walt Leverenz,SLB,6,17,2.58,30,27,13,2,1,,,202.2,,159,81,58,3,89,,10,4,0,87,1007566
1915,Jack Coombs,BRO,15,10,2.58,29,24,17,2,0,,,195.2,,166,71,56,1,91,,16,3,0,56,1002583
1910,Earl Moore,PHI,22,15,2.58,46,35,18,6,0,,,283,,228,98,81,5,121,,10,5,0,185,1009103
1978,Dave Frost,CAL,5,4,2.58,11,10,2,1,0,,,80.1,330,71,24,23,6,24,3,2,3,0,30,1004376
1913,Earl Yingling,BRO,8,8,2.58,26,13,8,2,0,,,146.2,,158,56,42,2,10,,2,4,1,40,1014346
1991,Kent Mercker,ATL,5,3,2.58,50,4,0,0,6,,,73.1,306,56,23,21,5,35,3,1,4,1,62,439
1915,Jimmy Lavender,CHC,10,16,2.58,41,24,13,1,4,,,220,,178,77,63,5,67,,10,7,0,117,1007390
1909,Slow Joe Doyle,NYH,8,6,2.58,17,15,8,3,0,,,125.2,,103,49,36,3,37,,2,4,0,57,1003469
1952,Warren Hacker,CHC,15,9,2.58,33,20,12,5,1,,,185,721,144,56,53,17,31,,1,1,1,84,1005182
1912,Buck O'Brien,BOS,20,13,2.58,37,34,25,2,0,,,275.2,,237,107,79,3,90,,10,5,1,115,1009684
1975,Catfish Hunter,NYY,23,14,2.58,39,39,30,7,0,,,328,1294,248,107,94,25,83,4,5,7,0,177,1006199
1914,Erskine Mayer,PHI,21,19,2.58,48,39,24,4,2,,,321,,308,135,92,8,91,,13,2,1,116,1008297
1928,Lefty Grove,PHA,24,8,2.58,39,31,24,4,4,,,261.2,1075,228,93,75,10,64,,1,4,0,183,1005099
1906,George Ferguson,NYG,2,0,2.58,22,1,1,1,7,,,52.1,,43,22,15,1,24,,2,0,1,32,1003989
1913,Ed Walsh,CHW,8,3,2.58,16,14,7,1,1,,,97.2,,91,37,28,1,39,,4,7,0,34,1013570
1923,Art Decatur,BRO,3,3,2.58,36,5,2,0,3,,,97.2,461,101,51,28,3,32,,2,0,0,25,1003122
1952,Ellis Kinder,BOS,5,6,2.58,23,10,4,0,4,,,97.2,400,85,33,28,11,28,,1,0,0,50,1006922
1915,Elmer Knetzer,PRB,18,14,2.58,41,33,22,3,3,,,279,,256,105,80,5,89,,1,4,0,120,1007034
1967,Gary Nolan,CIN,14,8,2.58,33,32,8,5,0,,,226.2,932,193,73,65,18,62,7,5,3,2,206,1009616
1992,Tim Pugh,CIN,4,2,2.58,7,7,0,0,0,,,45.1,187,47,15,13,2,13,3,1,0,0,18,1010560
1961,Hal Reniff,NYY,2,0,2.58,25,0,0,0,2,,,45.1,190,31,14,13,1,31,3,0,4,0,21,1010833
1967,Cecil Upshaw,ATL,2,3,2.58,30,0,0,0,8,,,45.1,185,42,14,13,4,8,4,4,1,0,31,1013292
1917,Al Demaree,- - -,9,14,2.58,39,29,7,1,1,,,219.2,890,195,86,63,6,54,,3,3,0,66,1003187
1946,Roger Wolff,WAS,5,8,2.58,21,17,6,0,0,,,122,506,115,51,35,8,30,,5,1,0,50,1014193
1982,Brad Lesley,CIN,0,2,2.58,28,0,0,0,4,,,38.1,151,27,13,11,1,13,4,0,1,1,29,1007557
1939,Bill Crouch,BRO,4,0,2.58,6,3,3,0,0,,,38.1,162,37,14,11,3,14,,0,0,0,10,1002814
1973,Carlos Velazquez,MIL,2,2,2.58,18,0,0,0,2,,,38.1,168,46,15,11,5,10,1,0,0,0,12,1013397
1977,Tom Seaver,- - -,21,6,2.58,33,33,19,7,0,,,261.1,1031,199,78,75,19,66,6,0,7,1,196,1011708
1899,Cy Young,STL,26,16,2.58,44,42,40,4,1,,,369.1,,368,173,106,10,44,,6,6,1,111,1014369
1935,Cy Blanton,PIT,18,13,2.58,35,31,23,4,1,,,254.1,1041,220,93,73,3,55,,2,7,0,142,1001055
1891,Harry Staley,- - -,24,13,2.58,40,37,32,1,0,,,324,,313,160,93,15,80,,0,12,0,139,1012389
1903,Frank Kitson,DET,15,16,2.58,31,28,28,2,0,,,257.2,,277,112,74,8,38,,6,3,0,102,1006981
1916,Lee Meadows,STL,12,23,2.58,51,36,11,1,2,,,289,1217,261,117,83,3,119,,14,11,1,120,1008705
1910,Nap Rucker,BRO,17,18,2.58,41,39,27,6,0,,,320.1,,293,112,92,5,84,,9,5,0,147,1011281
1988,Frank Williams,CIN,3,2,2.59,60,0,0,0,1,,,62.2,276,59,24,18,6,35,4,2,4,1,43,1013997
1910,Harry Gaspar,CIN,15,17,2.59,48,31,16,4,7,,,275,,257,103,79,6,75,,15,3,0,74,1004560
1974,Andy Messersmith,LAD,20,6,2.59,39,39,13,3,0,,,292.1,1179,227,93,84,24,94,0,3,6,3,221,1008799
1918,Dick Robertson,BRO,3,6,2.59,13,9,7,1,0,,,87,354,87,34,25,0,28,,0,0,0,18,1011033
1967,Rickey Clark,CAL,12,11,2.59,32,30,1,1,0,,,174,729,144,69,50,15,69,0,6,12,1,81,1002304
1983,Gary Lavelle,SFG,7,4,2.59,56,0,0,0,20,,,87,349,73,33,25,4,19,8,0,3,1,68,1007389
1984,Jesse Orosco,NYM,10,6,2.59,60,0,0,0,31,,,87,355,58,29,25,7,34,6,2,1,1,85,667
1971,Jack Aker,NYY,4,4,2.59,41,0,0,0,4,,,55.2,237,48,20,16,3,26,9,0,3,0,24,1000097
1912,Vean Gregg,CLE,20,13,2.59,37,34,26,1,2,,,271.1,,242,99,78,4,90,,10,9,0,184,1005022
1892,George Davies,CLE,10,16,2.59,26,26,23,0,0,,,215.2,,201,112,62,4,69,,0,6,0,95,1003031
1912,Claude Hendrix,PIT,24,9,2.59,39,32,25,4,1,,,288.2,,256,110,83,6,105,,9,7,0,176,1005638
1921,Bill Doak,STL,15,6,2.59,32,28,13,1,1,,,208.2,864,224,85,60,3,37,,4,5,1,83,1003336
1970,Clay Carroll,CIN,9,4,2.59,65,0,0,0,16,,,104.1,437,104,38,30,4,27,9,2,2,1,63,1001997
1965,Lindy McDaniel,CHC,5,6,2.59,71,0,0,0,2,,,128.2,538,115,45,37,12,47,20,0,7,0,92,1008441
1974,Tommy John,LAD,13,3,2.59,22,22,5,3,0,,,153,616,133,51,44,4,42,0,1,5,0,78,1006515
1919,Lee Meadows,- - -,12,20,2.59,40,29,18,4,0,,,250.1,1021,228,99,72,5,79,,9,7,1,116,1008705
1903,Red Donahue,- - -,15,16,2.59,32,30,28,4,0,,,267.2,,287,120,77,3,34,,6,0,0,96,1003373
1977,John Sutton,STL,2,1,2.59,14,0,0,0,0,,,24.1,101,28,10,7,1,9,1,0,1,0,9,1012747
1902,John Malarkey,BSN,8,10,2.59,21,19,17,1,1,,,170.1,,158,82,49,0,58,,0,4,0,39,1008011
1882,John Ward,PRO,19,12,2.59,33,32,29,4,1,,,278,,261,141,80,6,36,,,13,0,72,1013615
1915,Reb Russell,CHW,11,10,2.59,41,25,10,3,2,,,229.1,,215,90,66,0,47,,6,2,0,90,1011321
1901,Red Donahue,PHI,20,13,2.59,34,33,33,1,1,,,295.1,,299,111,85,2,59,,9,3,0,88,1003373
1976,Tom Seaver,NYM,14,11,2.59,35,34,13,5,0,,,271,1079,211,83,78,14,77,10,4,12,0,235,1011708
1915,Doc Crandall,SLT,21,15,2.59,51,33,22,4,1,,,312.2,,307,116,90,5,77,,10,1,0,117,1002730
1881,Fred Goldsmith,CHI,24,13,2.59,39,39,37,5,0,,,330,,328,166,95,4,44,,,10,1,76,1004808
1882,Bert Dorr,STL,2,6,2.59,8,8,8,0,0,,,66,,53,39,19,0,1,,,0,0,34,1003415
1952,Robin Roberts,PHI,28,7,2.59,39,37,30,3,2,,,330,1310,292,104,95,22,45,,5,3,0,148,1011046
1967,Joe Hoerner,STL,4,4,2.59,57,0,0,0,15,,,66,268,52,25,19,5,20,6,1,0,0,50,1005895
1915,Sherry Smith,BRO,14,8,2.59,29,20,11,2,2,,,173.2,,169,71,50,3,42,,5,3,0,52,1012205
1968,Phil Niekro,ATL,14,12,2.59,37,34,15,5,2,,,257,1019,228,83,74,16,45,3,5,16,3,140,1009583
1943,Johnny Niggeling,- - -,10,10,2.59,26,26,12,3,0,,,201.1,823,149,67,58,7,74,,6,4,0,97,1009596
1884,Bill Sweeney,BAL,40,21,2.59,62,60,58,4,0,,,538,,522,294,155,13,74,,,0,0,374,1012770
1892,Tony Mullane,CIN,21,13,2.59,37,34,30,3,1,,,295,,222,131,85,12,127,,0,16,0,109,1009291
1949,Joe Page,NYY,13,8,2.59,60,0,0,0,27,,,135.1,571,103,44,39,8,75,,5,4,1,99,1009951
1907,George Mullin,DET,20,20,2.59,46,42,35,5,3,,,357.1,,346,153,103,1,106,,15,6,1,146,1009302
1942,Tex Hughson,BOS,22,6,2.59,38,30,22,4,4,,,281,1150,258,92,81,10,75,,1,1,1,113,1006169
1986,Charlie Kerfeld,HOU,11,2,2.59,61,0,0,0,7,,,93.2,390,71,32,27,5,42,3,2,7,2,77,1006860
1917,Claude Hendrix,CHC,10,12,2.6,40,21,13,1,1,,,215,892,202,94,62,3,72,,4,8,1,81,1005638
1943,Hi Bithorn,CHC,18,12,2.6,39,30,19,7,2,,,249.2,1020,227,79,72,8,65,,2,3,0,86,1000998
1882,Jumbo McGinnis,STL,25,18,2.6,45,45,43,3,0,,,388.1,,391,241,112,2,53,,,0,0,134,1008528
1913,Eddie Plank,PHA,18,10,2.6,41,30,18,7,4,,,242.2,,211,84,70,3,57,,6,4,2,151,1010385
1981,Bob Stoddard,SEA,2,1,2.6,5,5,1,0,0,,,34.2,141,35,10,10,3,9,0,1,2,0,22,1012555
1910,Roy Mitchell,SLB,4,2,2.6,6,6,6,0,0,,,52,,43,24,15,0,12,,2,1,0,23,1009010
1918,Roy Sanders,PIT,7,9,2.6,28,14,6,1,1,,,156,644,135,59,45,1,52,,2,4,1,55,1011420
1991,Doug Piatt,MON,0,0,2.6,21,0,0,0,0,,,34.2,145,29,11,10,3,17,0,0,1,0,29,1010304
1982,Bill Scherrer,CIN,0,1,2.6,5,2,0,0,0,,,17.1,69,17,7,5,0,0,0,0,0,0,7,1011552
1988,Mike Harkey,CHC,0,3,2.6,5,5,0,0,0,,,34.2,155,33,14,10,0,15,3,2,2,1,18,1005363
1992,Steve Shifflett,KCR,1,4,2.6,34,0,0,0,0,,,52,221,55,15,15,6,17,6,2,2,1,25,1011896
1891,Jack Sharrott,NYG,5,5,2.6,10,9,6,0,1,,,69.1,,47,32,20,2,35,,0,5,0,41,1011811
1913,Tom Seaton,PHI,27,12,2.6,52,35,21,5,1,,,322.1,,262,117,93,6,136,,10,9,0,168,1011706
1933,Ed Brandt,BSN,18,14,2.6,41,32,23,4,4,,,287.2,1162,256,85,83,10,77,,3,2,1,104,1001348
1903,Mordecai Brown,STL,9,13,2.6,26,24,19,1,0,,,201,,231,105,58,7,59,,6,6,0,83,1001547
1905,Weldon Henley,PHA,4,11,2.6,25,19,13,1,0,,,183.2,,155,74,53,4,67,,9,4,0,82,1005652
1910,Willie Mitchell,CLE,12,8,2.6,35,18,11,1,0,,,183.2,,155,77,53,2,55,,15,2,0,102,1009011
1877,Tricky Nichols,STL,18,23,2.6,42,39,35,1,0,,,350,,376,195,101,2,53,,,22,0,80,1009572
1905,Bill Donovan,DET,18,15,2.6,34,32,27,5,0,,,280.2,,236,111,81,2,101,,10,4,0,135,1003393
1915,Carl Mays,BOS,6,5,2.6,38,6,2,0,7,,,131.2,,119,54,38,0,21,,5,3,0,65,1008313
1908,Tully Sparks,PHI,16,15,2.6,33,31,24,2,2,,,263.1,,251,98,76,3,51,,8,0,0,85,1012306
1990,Ed Whitson,SDP,14,9,2.6,32,32,6,3,0,,,228.2,918,215,73,66,13,47,8,1,2,0,127,1013911
1965,Jim Bunning,PHI,19,9,2.6,39,39,15,7,0,,,291,1191,253,92,84,23,62,10,12,1,0,268,1001653
1965,Pete Richert,WAS,15,12,2.6,34,29,6,0,0,,,194,794,146,64,56,18,84,7,2,9,1,161,1010922
1948,Ed Klieman,CLE,3,2,2.6,44,0,0,0,4,,,79.2,330,62,26,23,3,46,,2,1,0,18,1006999
1982,Rollie Fingers,MIL,5,6,2.6,50,0,0,0,29,,,79.2,318,63,23,23,5,20,5,1,4,0,71,1004051
1918,Reb Russell,CHW,7,5,2.6,19,15,10,2,0,,,124.2,506,117,45,36,0,33,,0,2,0,38,1011321
1963,Warren Spahn,MIL,23,7,2.6,33,33,22,7,0,,,259.2,1037,241,85,75,23,49,4,0,4,0,102,1012299
1933,Charley Root,CHC,15,10,2.6,35,30,20,2,0,,,242.1,1008,232,85,70,14,61,,10,3,0,86,1011188
1983,Dave Stewart,- - -,10,4,2.6,54,9,2,0,8,,,135,565,117,43,39,6,50,7,4,3,0,78,1012519
1969,Hank Aguirre,CHC,1,0,2.6,41,0,0,0,1,,,45,186,45,13,13,2,12,1,2,1,0,19,1000087
1989,Greg Harris,SDP,8,9,2.6,56,8,0,0,6,,,135,554,106,43,39,8,52,9,2,3,3,106,1005416
1975,Rawly Eastwick,CIN,5,3,2.6,58,0,0,0,22,,,90,367,77,26,26,6,25,4,2,1,0,61,1003648
1914,Jack Quinn,BAL,26,14,2.6,46,42,27,4,1,,,342.2,,335,129,99,3,65,,8,6,0,164,1010605
1968,Don Sutton,LAD,11,15,2.6,35,27,7,2,1,,,207.2,847,179,64,60,6,59,14,2,4,3,162,1012745
1984,Dwight Gooden,NYM,17,9,2.6,31,31,7,3,0,,,218,879,161,72,63,7,73,2,2,3,7,276,1004852
1909,Rube Marquard,NYG,5,13,2.6,29,21,8,0,1,,,173,,155,81,50,2,73,,9,8,0,109,1008125
1914,Bill Steen,CLE,9,14,2.6,30,22,13,1,0,,,200.2,,201,74,58,0,68,,4,4,2,97,1012454
1968,Pat Jarvis,ATL,16,12,2.6,34,34,14,1,0,,,256,1018,202,82,74,15,50,5,2,5,2,157,1006363
1912,Slim Sallee,STL,16,17,2.6,48,32,20,3,6,,,294,,289,122,85,6,72,,6,5,1,108,1011385
1904,Ed Walsh,CHW,6,3,2.6,18,8,6,1,1,,,110.2,,90,45,32,1,32,,3,5,0,57,1013570
1943,Max Butcher,PIT,10,8,2.6,33,21,10,2,1,,,193.2,804,191,65,56,4,57,,2,3,0,45,1001763
1976,Dennis Martinez,BAL,1,2,2.6,4,2,1,0,0,,,27.2,106,23,8,8,1,8,0,0,1,0,18,1008161
1970,Ted Abernathy,- - -,10,3,2.6,58,0,0,0,14,,,83,366,65,31,24,3,55,5,5,3,0,59,1000020
1908,Billy Campbell,CIN,12,13,2.6,35,24,19,2,2,,,221.1,,203,100,64,3,44,,10,3,1,73,1001873
1965,Milt Pappas,BAL,13,9,2.6,34,34,9,3,0,,,221.1,891,192,81,64,22,52,3,3,5,0,127,1009989
1948,Johnny Sain,BSN,24,15,2.6,42,39,28,4,1,,,314.2,1313,297,105,91,19,83,,5,2,0,137,1011373
