Season,Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
1997,Jim Bullinger,36,46,1,2,2,0,0.00%,32.60%,0.093,0.296,0.209,0.209,0.302,0.223,,25,0,-4.4,5.1,0.2,1001646
1998,Derrick May,85,192,5,13,15,0,5.70%,12.50%,0.128,0.25,0.239,0.281,0.367,0.284,,66,0,-8.2,4.2,0.2,1008293
1970,Jack Hiatt,17,57,0,4,7,0,24.60%,24.60%,0.047,0.483,0.326,0.491,0.372,0.41,,146,0,3.3,-3.4,0.2,1005762
2010,Roger Bernadina,134,461,11,52,47,16,7.60%,20.20%,0.138,0.288,0.246,0.307,0.384,0.305,,86,4.6,-3.4,-8.5,0.2,6421
1975,Woodie Fryman,38,57,0,4,2,0,3.50%,21.10%,0.041,0.27,0.204,0.25,0.245,0.235,,35,0,-4.2,4.4,0.2,1004381
2001,Matt Blank,5,8,0,0,1,0,0.00%,25.00%,0.125,0.667,0.5,0.5,0.625,0.488,,195,0,1,0.9,0.2,1001053
1984,Pete Rose,95,314,0,34,23,1,9.90%,6.40%,0.036,0.278,0.259,0.334,0.295,0.291,,83,-0.2,-6.1,-2.2,0.2,1011217
1992,Greg Colbrunn,52,180,2,12,18,3,3.30%,18.90%,0.083,0.316,0.268,0.294,0.351,0.289,,81,-0.2,-3.9,0.4,0.2,51
2013,Dan Haren,31,55,0,2,2,0,1.80%,30.90%,0.064,0.267,0.17,0.204,0.234,0.197,,16,0,-5.2,5.4,0.2,1757
1973,Mike Marshall,92,39,0,1,3,0,5.10%,10.30%,0,0.276,0.242,0.286,0.242,0.249,,47,0,-2.4,3,0.2,1008144
1997,Carlos Perez,33,71,1,3,2,0,2.80%,43.70%,0.078,0.313,0.172,0.197,0.25,0.199,,10,0,-8.1,7.9,0.2,1010179
1985,Bill Gullickson,29,68,0,2,6,0,0.00%,25.00%,0.063,0.255,0.188,0.188,0.25,0.193,,16,0,-6.5,6.2,0.2,1005136
1977,Pepe Frias,53,72,0,10,5,1,0.00%,13.90%,0.014,0.3,0.257,0.257,0.271,0.237,,41,0.3,-4.9,4.6,0.2,1004346
1977,Sam Mejias,74,104,3,14,8,1,1.90%,16.30%,0.149,0.247,0.228,0.243,0.376,0.271,,63,0.3,-4.4,3.1,0.2,1008742
1975,Steve Rogers,35,92,0,4,5,0,8.70%,26.10%,0.026,0.241,0.169,0.244,0.195,0.215,,22,0,-8.2,7.1,0.2,1011138
2001,Britt Reames,41,24,1,2,2,0,16.70%,33.30%,0.176,0.125,0.118,0.286,0.294,0.271,,54,0,-1.4,2.6,0.2,794
2011,Livan Hernandez,31,61,0,3,7,0,0.00%,3.30%,0.022,0.227,0.217,0.217,0.239,0.202,,19,0,-5.7,5.7,0.2,1116
2006,Beltran Perez,9,7,0,0,0,0,14.30%,28.60%,0,0.75,0.5,0.571,0.5,0.482,,198,0,0.9,0.8,0.2,2116
1982,Scott Sanderson,32,76,1,5,6,0,2.60%,26.30%,0.105,0.194,0.14,0.183,0.246,0.196,,17,0,-7.1,6.3,0.2,1011422
1981,Dave Hostetler,5,6,1,1,1,0,0.00%,33.30%,0.5,0.667,0.5,0.5,1,0.676,,339,0,1.6,-0.1,0.2,1006044
2000,Felipe Lira,54,21,2,3,3,0,0.00%,61.90%,0.316,0.4,0.211,0.2,0.526,0.285,,61,0,-1.1,2.4,0.2,1007649
1988,Luis Rivera,123,402,4,35,30,3,6.00%,17.20%,0.094,0.262,0.224,0.271,0.318,0.263,,65,-1.2,-16.3,5.7,0.2,1011003
2006,Pedro Astacio,17,34,0,2,0,0,0.00%,23.50%,0,0.294,0.2,0.259,0.2,0.219,,26,0,-3.3,4,0.2,862
1970,Carl Morton,43,112,2,6,7,0,5.40%,25.90%,0.086,0.203,0.161,0.208,0.247,0.209,,20,0,-11.1,9,0.2,1009230
2018,A.J. Cole,4,4,1,1,1,0,0.00%,25.00%,1,0,0.333,0.333,1.333,0.677,,336,0,1.2,0.5,0.2,11467
1969,Marv Staehle,6,19,1,4,1,0,10.50%,0.00%,0.294,0.375,0.412,0.474,0.706,0.521,,226,0,2.8,-1.9,0.2,1012374
1979,John Tamargo,12,25,0,0,5,0,12.00%,12.00%,0.095,0.421,0.381,0.44,0.476,0.406,,155,0,1.6,-0.7,0.2,1012816
2014,Zach Walters,32,43,3,7,5,0,9.30%,37.20%,0.256,0.25,0.205,0.279,0.462,0.326,,106,0.1,0.4,0,0.2,10622
1975,Pat Scanlon,60,126,2,5,15,0,13.50%,19.80%,0.101,0.22,0.183,0.294,0.284,0.268,,57,-0.4,-6.6,4.5,0.2,1011494
1974,Chuck Taylor,61,15,0,1,2,0,6.70%,20.00%,0.1,0.429,0.3,0.364,0.4,0.353,,114,0,0.2,0.9,0.2,1012864
1983,Bill Gullickson,34,95,1,10,3,0,4.20%,28.40%,0.098,0.185,0.134,0.174,0.232,0.185,,10,0,-9.8,8.5,0.2,1005136
2011,Jesus Flores,30,91,1,5,2,0,5.50%,29.70%,0.105,0.293,0.209,0.253,0.314,0.242,,47,-0.2,-5.7,4.6,0.2,4166
1975,Pepe Mangual,140,609,9,84,45,33,12.20%,18.90%,0.091,0.294,0.245,0.34,0.337,0.318,,90,2.5,-4.6,-13.9,0.2,1008058
2000,Talmadge Nunnari,18,12,0,2,1,0,50.00%,16.70%,0,0.25,0.2,0.583,0.2,0.41,,141,0,0.7,0.8,0.2,1009661
1981,Woodie Fryman,35,5,0,0,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.611,,295,0,1.1,0.4,0.2,1004381
2000,Jeremy Powell,11,5,0,1,1,0,0.00%,20.00%,0.2,0.75,0.6,0.6,0.8,0.609,,268,0,1.1,0.6,0.2,1010490
1982,Ray Burris,37,35,0,0,1,0,8.60%,28.60%,0.036,0.278,0.179,0.258,0.214,0.227,,38,0,-2.4,2.9,0.2,1001729
2013,Zach Walters,8,9,0,2,1,0,11.10%,0.00%,0.25,0.375,0.375,0.444,0.625,0.454,,194,-0.3,0.6,0.7,0.2,10622
1987,Dave Engle,59,90,1,7,14,1,6.70%,12.20%,0.083,0.25,0.226,0.278,0.31,0.259,,53,0.2,-5.2,3.7,0.2,1003781
1997,Brad Fullmer,19,43,3,4,8,0,4.70%,16.30%,0.275,0.3,0.3,0.349,0.575,0.389,,134,0,1.9,-1.5,0.2,13
1989,Marquis Grissom,26,87,1,16,2,1,13.80%,24.10%,0.068,0.346,0.257,0.36,0.324,0.323,,107,0.1,0.8,-2,0.2,652
2016,Max Scherzer,34,85,0,4,12,0,2.40%,35.30%,0.014,0.325,0.186,0.208,0.2,0.183,,3,0,-10.2,9.2,0.2,3137
1980,David Palmer,25,49,0,3,3,0,4.10%,30.60%,0.044,0.3,0.2,0.234,0.244,0.221,,32,0,-3.7,3.8,0.2,1009970
1996,Rheal Cormier,33,56,0,2,4,0,3.60%,21.40%,0.047,0.258,0.186,0.222,0.233,0.207,,15,0,-6,6.1,0.2,952
1986,Bryn Smith,30,67,1,3,7,0,6.00%,25.40%,0.069,0.175,0.138,0.194,0.207,0.187,,10,0,-7,6.5,0.2,1012104
1981,Ray Burris,22,49,0,4,2,0,8.20%,24.50%,0,0.269,0.189,0.262,0.189,0.22,,32,0,-3.6,3.6,0.2,1001729
2009,Livan Hernandez,8,18,0,1,0,0,5.60%,11.10%,0.143,0.25,0.214,0.267,0.357,0.275,,61,0,-0.9,2,0.2,1116
1994,Tim Spehr,52,41,0,8,5,2,9.80%,26.80%,0.139,0.36,0.25,0.325,0.389,0.317,,86,0.4,-0.3,0.7,0.2,1012315
1995,Carlos Perez,28,53,1,1,5,0,7.50%,39.60%,0.133,0.217,0.133,0.204,0.267,0.213,,18,0,-5.5,5.4,0.2,1010179
2002,Troy O'Leary,97,314,3,27,37,1,10.80%,15.00%,0.092,0.336,0.286,0.371,0.377,0.332,,97,-2.2,-3.2,-5.4,0.2,789
1984,Bryn Smith,28,65,0,9,1,0,7.70%,27.70%,0.057,0.2,0.132,0.207,0.189,0.191,,15,0,-6.2,5.7,0.2,1012104
2002,T.J. Tucker,58,4,0,1,0,0,0.00%,0.00%,0,0.75,0.75,0.75,0.75,0.669,,320,0,1.1,0.4,0.2,800
1983,Jerry White,40,47,0,4,0,4,25.50%,17.00%,0.029,0.192,0.147,0.383,0.176,0.301,,88,0.8,0.1,-0.1,0.2,1013880
1991,Ron Hassey,52,135,1,5,14,1,9.60%,11.90%,0.092,0.252,0.227,0.301,0.319,0.283,,77,-0.2,-3.7,0.9,0.2,1005479
1998,Michael Barrett,8,27,1,3,2,0,11.10%,22.20%,0.217,0.375,0.304,0.407,0.522,0.407,,148,0,1.6,-0.8,0.2,762
2013,Tanner Roark,14,15,0,0,1,0,0.00%,33.30%,0.071,0.444,0.286,0.286,0.357,0.281,,74,0,-0.4,1.5,0.2,8753
1982,Steve Rogers,35,108,0,3,4,0,10.20%,29.60%,0.012,0.208,0.129,0.229,0.141,0.189,,12,-0.4,-11.1,9,0.2,1011138
2002,Jamey Carroll,16,79,1,16,6,1,5.10%,15.20%,0.197,0.362,0.31,0.347,0.507,0.366,,120,0.9,2.8,-3.8,0.2,1591
2019,Gerardo Parra,89,204,8,30,42,6,5.40%,20.10%,0.197,0.279,0.25,0.3,0.447,0.312,,88,-1.9,-5,0,0.2,8553
1989,Kevin Gross,31,76,0,5,1,0,7.90%,42.10%,0.031,0.281,0.141,0.214,0.172,0.189,,14,0,-7.2,6.3,0.2,1005088
1983,Chris Welsh,16,15,0,0,2,0,6.70%,20.00%,0,0.364,0.286,0.333,0.286,0.289,,80,0,-0.3,1.3,0.2,1013772
2008,Collin Balester,15,25,0,1,1,0,4.00%,32.00%,0,0.429,0.2,0.294,0.2,0.243,,40,0,-1.9,2.6,0.2,6883
2011,Tommy Milone,5,10,1,1,3,0,0.00%,10.00%,0.5,0,0.167,0.167,0.667,0.348,,119,0,0.2,0.9,0.2,7608
2009,Anderson Hernandez,77,255,1,25,23,5,7.80%,16.10%,0.069,0.3,0.251,0.31,0.32,0.283,,67,0.1,-10.3,3.8,0.2,3366
1980,Stan Bahnsen,57,13,0,1,0,0,30.80%,23.10%,0.111,0.167,0.111,0.385,0.222,0.318,,99,0,0,1,0.1,1000414
1979,Tom Hutton,86,93,1,14,13,0,10.80%,7.50%,0.084,0.267,0.253,0.333,0.337,0.31,,91,0,-1,-0.7,0.1,1006246
2001,Rob Ducey,27,59,2,6,8,0,16.90%,23.70%,0.174,0.29,0.239,0.379,0.413,0.352,,107,-0.4,0.1,-0.5,0.1,1003520
1986,Bob Sebra,18,30,0,2,0,0,3.30%,16.70%,0.034,0.25,0.207,0.233,0.241,0.217,,30,0,-2.4,2.9,0.1,1011709
2010,Carlos Maldonado,4,12,1,1,3,0,8.30%,16.70%,0.273,0.25,0.273,0.333,0.545,0.38,,135,0,0.5,0.5,0.1,2034
1999,Guillermo Mota,51,1,1,1,3,0,0.00%,0.00%,3,0,1,1,4,1.959,,1128,0,1.4,0.1,0.1,1467
2005,Endy Chavez,7,12,0,2,1,0,25.00%,8.30%,0.111,0.25,0.222,0.417,0.333,0.354,,118,-0.6,-0.4,1.4,0.1,768
2004,Sun-Woo Kim,43,32,0,1,5,1,0.00%,28.10%,0.071,0.316,0.214,0.214,0.286,0.216,,18,0.2,-3.2,3.5,0.1,197
2004,Joey Eischen,22,4,0,2,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.594,,266,0,0.9,0.4,0.1,774
1994,Gil Heredia,39,16,0,1,1,0,0.00%,12.50%,0,0.357,0.313,0.313,0.313,0.281,,62,0,-0.8,1.7,0.1,1005686
1992,Kent Bottenfield,10,9,0,1,0,0,0.00%,33.30%,0,0.6,0.375,0.375,0.375,0.342,,118,0,0.2,0.8,0.1,1001226
2016,Oliver Perez,64,3,0,1,0,0,0.00%,0.00%,0.333,0.667,0.667,0.667,1,0.707,,354,0,0.9,0.3,0.1,1514
1976,Jerry White,114,309,2,32,21,15,8.70%,10.00%,0.068,0.269,0.245,0.316,0.313,0.296,,78,0.3,-7.2,-1.4,0.1,1013880
1982,Rowland Office,3,3,0,0,0,0,0.00%,33.30%,0.333,0.5,0.333,0.333,0.667,0.431,,179,0,0.3,1,0.1,1009741
2004,Luis Ayala,81,10,0,0,0,0,0.00%,30.00%,0.111,0.5,0.333,0.333,0.444,0.336,,97,0,0,1.1,0.1,1650
1996,Dave Veres,68,8,0,1,1,0,0.00%,50.00%,0.125,0.75,0.375,0.375,0.5,0.382,,133,0,0.3,0.9,0.1,1188
1996,Mel Rojas,74,8,0,0,3,0,0.00%,25.00%,0.125,0.5,0.375,0.375,0.5,0.382,,133,0,0.3,0.9,0.1,1011153
1996,Cliff Floyd,117,266,6,29,26,7,11.30%,19.50%,0.181,0.285,0.242,0.34,0.423,0.335,,102,0.9,1.6,-8.1,0.1,518
2017,Joe Ross,20,37,0,1,1,0,2.70%,43.20%,0.061,0.353,0.182,0.206,0.242,0.196,,11,0,-4.3,4.4,0.1,12972
1975,Jim Cox,11,29,1,1,5,1,3.40%,6.90%,0.148,0.24,0.259,0.276,0.407,0.29,,71,0.2,-0.8,1.2,0.1,1002703
2015,Emmanuel Burriss,5,5,0,2,0,0,40.00%,0.00%,0,0.667,0.667,0.8,0.667,0.627,,311,-0.1,1.1,0,0.1,2917
2017,Adrian Sanchez,34,75,0,6,11,0,1.30%,33.30%,0.099,0.413,0.268,0.288,0.366,0.282,,67,-0.5,-3.7,2.6,0.1,11338
1974,Terry Humphrey,20,58,0,3,3,0,6.90%,15.50%,0.058,0.227,0.192,0.246,0.25,0.233,,36,0,-4.2,3.9,0.1,1006188
1998,Trey Moore,14,19,0,1,0,0,5.30%,15.80%,0.059,0.286,0.235,0.278,0.294,0.259,,50,0,-1.2,2,0.1,1009130
1992,Dennis Martinez,32,84,0,3,2,0,0.00%,23.80%,0,0.259,0.189,0.189,0.189,0.173,,1,0,-9.1,7.8,0.1,1008161
1979,Ross Grimsley,32,58,0,4,8,0,0.00%,17.20%,0.036,0.244,0.2,0.2,0.236,0.195,,14,0,-5.9,5.2,0.1,1005071
1976,Gary Roenicke,29,96,2,9,5,0,4.20%,18.80%,0.122,0.254,0.222,0.26,0.344,0.279,,67,0,-3.5,2,0.1,1011120
2003,T.J. Tucker,46,20,0,1,0,0,0.00%,30.00%,0.053,0.385,0.263,0.263,0.316,0.253,,44,0,-1.4,2.1,0.1,800
1977,Don Stanhouse,47,54,1,2,5,0,3.70%,18.50%,0.064,0.216,0.191,0.22,0.255,0.214,,26,0,-4.8,4.4,0.1,1012401
2010,Wil Nieves,59,172,3,10,16,0,4.70%,16.90%,0.108,0.228,0.203,0.244,0.31,0.242,,43,-0.8,-12.5,8.6,0.1,1556
2016,Mat Latos,6,3,1,1,1,0,0.00%,33.30%,1,0,0.333,0.333,1.333,0.672,,331,0,0.9,0.3,0.1,3815
2002,Wil Cordero,66,166,6,21,29,2,10.20%,15.70%,0.189,0.287,0.273,0.349,0.462,0.351,,110,0,2,-6.1,0.1,770
1998,Javier Vazquez,33,61,0,3,5,0,3.30%,11.50%,0.077,0.196,0.173,0.2,0.25,0.198,,10,0,-7,6.3,0.1,801
1979,Steve Rogers,40,84,0,8,2,0,6.00%,25.00%,0.026,0.214,0.156,0.207,0.182,0.185,,7,0,-9.2,7.6,0.1,1011138
1975,Jose Morales,93,178,2,18,24,0,7.90%,11.80%,0.086,0.333,0.301,0.354,0.387,0.322,,92,-0.7,-2.3,-2.2,0.1,1009139
2020,Brock Holt,21,70,0,11,4,1,7.10%,21.40%,0.092,0.34,0.262,0.314,0.354,0.295,,80,1.7,0,-0.5,0.1,9345
1984,Roy Johnson,16,40,1,2,2,1,17.50%,25.00%,0.152,0.182,0.152,0.3,0.303,0.287,,81,0.2,-0.7,0.6,0.1,1006500
1975,Jim Lyttle,44,70,0,7,6,0,18.60%,8.60%,0.073,0.3,0.273,0.406,0.345,0.342,,105,-0.4,0.1,-1.2,0.1,1007893
1982,Dan Schatzeder,26,6,0,0,0,0,16.70%,33.30%,0,0.667,0.4,0.5,0.4,0.419,,171,0,0.5,0.5,0.1,1011527
2006,Jose Vidro,126,511,7,52,47,1,8.00%,9.40%,0.106,0.308,0.289,0.348,0.395,0.326,,96,-2.5,-5,-10.8,0.1,802
1998,Marc Valdes,20,6,0,1,0,0,0.00%,33.30%,0,0.667,0.4,0.5,0.4,0.423,,158,0,0.4,0.6,0.1,1013313
2000,Andy Tracy,83,218,11,29,32,1,10.10%,28.00%,0.224,0.32,0.26,0.339,0.484,0.353,,104,0.2,1.5,-7.1,0.1,2024
1981,Elias Sosa,32,2,0,0,1,0,0.00%,0.00%,0,1,1,1,1,0.917,,501,0,0.9,0.1,0.1,1012284
1999,James Mouton,95,146,2,18,13,6,12.30%,21.20%,0.107,0.333,0.262,0.364,0.369,0.332,,90,0.3,-1.6,-1.9,0.1,1009268
1992,Sean Berry,24,58,1,5,4,2,1.70%,19.00%,0.07,0.4,0.333,0.345,0.404,0.34,,116,0,1,-1.9,0.1,1000910
1984,Mike Fuentes,3,5,0,0,0,0,20.00%,40.00%,0,0.5,0.25,0.4,0.25,0.323,,105,0,0,1,0.1,1004384
2012,Tom Gorzelanny,45,7,0,0,1,0,14.30%,14.30%,0,0.4,0.333,0.429,0.333,0.351,,120,0,0.2,0.7,0.1,6244
1986,Wallace Johnson,61,134,1,13,10,6,5.20%,6.70%,0.063,0.299,0.283,0.321,0.346,0.302,,88,0,-1.9,-1.3,0.1,1006513
1983,Randy Lerch,19,11,0,0,0,0,9.10%,0.00%,0.111,0.222,0.222,0.3,0.333,0.29,,81,0,-0.2,1,0.1,1007551
1989,Mike Aldrete,76,159,1,12,12,1,11.90%,18.90%,0.096,0.271,0.221,0.316,0.316,0.295,,87,-1,-3.2,-0.5,0.1,1000114
2009,Roger Bernadina,3,5,0,1,0,1,20.00%,20.00%,0.25,0.333,0.25,0.4,0.5,0.393,,141,0.3,0.5,0.4,0.1,6421
1969,Jose Herrera,47,130,2,7,12,1,2.30%,10.80%,0.087,0.309,0.286,0.302,0.373,0.307,,87,-0.5,-2.4,-0.9,0.1,1005721
1996,Tavo Alvarez,11,5,0,0,0,0,0.00%,20.00%,0,0.667,0.5,0.5,0.5,0.45,,180,0,0.5,0.5,0.1,1000200
2006,George Lombard,20,26,1,2,1,2,19.20%,38.50%,0.143,0.2,0.143,0.308,0.286,0.28,,66,0.1,-1.1,1.4,0.1,101
1985,Randy St. Claire,42,8,0,1,0,0,25.00%,37.50%,0,0.5,0.2,0.429,0.2,0.33,,110,0,0.1,0.7,0.1,1012443
2014,Craig Stammen,49,8,0,0,0,0,0.00%,50.00%,0.143,0.667,0.286,0.286,0.429,0.311,,96,0,0,0.8,0.1,7274
1999,Trace Coquillette,17,55,0,2,4,1,7.30%,12.70%,0.061,0.31,0.265,0.333,0.327,0.304,,72,0.2,-1.9,1.1,0.1,1002606
2017,Stephen Strasburg,28,60,2,5,3,0,3.30%,23.30%,0.111,0.132,0.13,0.161,0.241,0.174,,-4,0,-8,7.1,0.1,10131
2016,Matt den Dekker,19,39,1,3,4,1,10.30%,25.60%,0.118,0.217,0.176,0.282,0.294,0.263,,57,0.9,-1.2,1,0.1,11385
2013,Corey Brown,14,15,1,2,1,1,20.00%,26.70%,0.333,0.143,0.167,0.333,0.5,0.363,,131,0,0.5,0,0.1,2650
1969,Howie Reed,31,38,1,1,1,0,7.90%,60.50%,0.125,0.375,0.125,0.2,0.25,0.213,,26,0,-3.2,2.9,0.1,1010766
2019,Ryan Zimmerman,52,190,6,20,27,0,8.90%,20.50%,0.158,0.297,0.257,0.321,0.415,0.313,,89,0.7,-1.9,-3.1,0.1,4220
1990,Zane Smith,23,47,0,1,2,0,0.00%,19.10%,0.075,0.226,0.175,0.175,0.25,0.187,,9,0,-5,4.3,0.1,1012218
2011,Sean Burnett,69,2,0,1,0,0,50.00%,0.00%,0,1,1,1,1,0.792,,424,0,0.7,0.2,0.1,1886
1980,Bill Lee,25,41,0,2,0,0,0.00%,29.30%,0.024,0.31,0.22,0.22,0.244,0.209,,24,0,-3.5,3.2,0.1,1007448
1976,Gerry Hannahs,3,8,0,1,0,0,0.00%,37.50%,0,0.6,0.375,0.375,0.375,0.347,,112,0,0.1,0.6,0.1,1005315
1994,Jeff Shaw,46,9,0,1,0,0,11.10%,22.20%,0,0.4,0.286,0.375,0.286,0.314,,84,0,-0.2,1,0.1,1011823
2006,Alex Escobar,33,99,4,14,18,2,8.10%,18.20%,0.218,0.391,0.356,0.394,0.575,0.404,,147,0,6,-8.3,0.1,383
1990,Howard Farmer,6,6,0,0,0,0,0.00%,16.70%,0,0.5,0.4,0.4,0.4,0.363,,126,0,0.2,0.6,0.1,1003936
2015,Tanner Roark,40,29,0,1,0,0,0.00%,31.00%,0.074,0.278,0.185,0.185,0.259,0.191,,12,0,-3,3,0.1,8753
2003,Livan Hernandez,33,82,0,2,6,0,1.20%,17.10%,0.014,0.233,0.189,0.211,0.203,0.188,,1,0,-10.4,8.7,0.1,1116
2009,Saul Rivera,30,5,0,2,0,0,20.00%,0.00%,0,0.333,0.333,0.5,0.333,0.4,,146,0,0.3,0.5,0.1,2027
1976,Nate Colbert,14,49,2,5,6,3,18.40%,32.70%,0.2,0.273,0.2,0.347,0.4,0.345,,110,0.2,0.8,-1.6,0.1,1002407
2009,Scott Olsen,11,22,0,1,1,0,13.60%,31.80%,0,0.25,0.133,0.278,0.133,0.217,,23,0,-2.1,2.4,0.1,4529
1975,Dale Murray,63,16,0,1,1,0,12.50%,31.30%,0,0.333,0.214,0.313,0.214,0.262,,53,0,-0.9,1.2,0.1,1009383
1978,Bill Atkinson,29,4,0,0,1,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.456,,192,0,0.4,0.3,0.1,1000350
1981,Mike Gates,1,2,0,1,1,0,0.00%,50.00%,1,1,0.5,0.5,1.5,0.846,,453,0,0.8,0,0.1,1004572
1972,Carl Morton,35,61,0,5,2,0,6.60%,32.80%,0.077,0.219,0.135,0.211,0.212,0.203,,22,0,-5.2,4,0.1,1009230
1987,Randy St. Claire,44,8,0,0,0,0,0.00%,12.50%,0,0.4,0.333,0.333,0.333,0.298,,78,0,-0.2,0.9,0.1,1012443
1974,Jose Morales,25,27,1,3,5,0,3.70%,25.90%,0.269,0.333,0.269,0.296,0.538,0.373,,127,0,0.8,-0.9,0.1,1009139
2008,Marco Estrada,11,2,0,1,0,0,50.00%,0.00%,0,0,0,1,0,0.708,,346,0,0.6,0.2,0.1,1118
1995,Jose DeLeon,7,2,0,0,0,0,50.00%,0.00%,0,0,0,1,0,0.718,,351,0,0.6,0.2,0.1,1003168
1973,Felipe Alou,19,50,1,4,4,0,4.00%,8.00%,0.083,0.209,0.208,0.24,0.292,0.235,,37,-0.4,-4,3.5,0.1,1000177
2012,Cesar Izturis,5,4,0,4,0,0,0.00%,0.00%,0.25,0.5,0.5,0.5,0.75,0.535,,244,0,0.7,0,0.1,656
1984,David Palmer,20,39,1,2,3,0,0.00%,30.80%,0.121,0.2,0.152,0.152,0.273,0.187,,12,0,-3.9,3.4,0.1,1009970
1983,Wallace Johnson,3,3,0,1,0,1,33.30%,0.00%,0,0.5,0.5,0.667,0.5,0.537,,248,0.2,0.7,0,0.1,1006513
2015,Dan Uggla,67,141,2,12,16,0,13.50%,28.40%,0.117,0.253,0.183,0.298,0.3,0.273,,68,-0.1,-5.3,1.8,0.1,3442
2014,Stephen Strasburg,34,76,0,3,3,0,9.20%,34.20%,0.017,0.176,0.1,0.194,0.117,0.158,,-9,0,-9.3,7.8,0.1,10131
2009,Shairon Martis,15,27,0,4,2,0,0.00%,22.20%,0.042,0.278,0.208,0.208,0.25,0.202,,12,0,-2.9,2.9,0.1,6781
1980,Brad Mills,21,66,0,1,8,0,7.60%,9.10%,0.017,0.327,0.3,0.348,0.317,0.301,,88,-0.4,-1.3,0.1,0.1,1008952
2018,Mark Reynolds,86,235,13,26,40,0,10.20%,27.20%,0.228,0.288,0.248,0.328,0.476,0.342,,112,-3.9,-0.4,-6.2,0.1,7619
1974,Pat Scanlon,2,4,0,1,0,0,0.00%,25.00%,0,0.333,0.25,0.25,0.25,0.231,,34,0,-0.3,1,0.1,1011494
1998,Wilton Guerrero,52,236,2,29,20,3,4.20%,12.70%,0.126,0.319,0.284,0.313,0.41,0.316,,88,0.6,-3.1,-3.4,0.1,1378
1997,Hensley Meulens,16,29,2,6,6,0,13.80%,34.50%,0.292,0.385,0.292,0.379,0.583,0.405,,145,-0.4,1.2,-1.3,0.1,1008816
1993,Randy Ready,40,159,1,22,10,2,14.50%,5.00%,0.097,0.264,0.254,0.367,0.351,0.334,,102,0,0.5,-5.3,0.1,1010738
2017,Stephen Drew,46,106,1,9,17,0,7.50%,19.80%,0.105,0.303,0.253,0.302,0.358,0.285,,69,0.2,-4,1.3,0.1,4251
1984,Max Venable,38,76,2,7,7,1,3.90%,9.20%,0.113,0.238,0.239,0.276,0.352,0.278,,74,0.2,-2,0.4,0.1,1013401
2005,Tomo Ohka,11,17,0,1,0,0,0.00%,29.40%,0,0.364,0.25,0.25,0.25,0.223,,31,0,-1.5,1.7,0.1,788
2016,Chris Heisey,83,155,9,18,17,0,8.40%,28.40%,0.23,0.241,0.216,0.29,0.446,0.315,,92,0.9,-0.7,-3.4,0.1,3978
2004,Jon Rauch,9,6,1,1,2,0,0.00%,66.70%,0.5,0,0.167,0.167,0.667,0.33,,93,0,-0.1,0.7,0.1,1475
1985,Mickey Mahler,9,17,0,2,0,0,0.00%,29.40%,0.125,0.273,0.188,0.188,0.313,0.215,,31,0,-1.3,1.5,0.1,1007987
2019,Max Scherzer,29,61,0,6,2,2,0.00%,44.30%,0,0.357,0.182,0.182,0.182,0.158,,-12,0.4,-8.7,7.5,0.1,3137
1994,Denis Boucher,10,4,0,1,0,0,0.00%,25.00%,0.333,0.5,0.333,0.333,0.667,0.418,,152,0,0.3,0.4,0.1,1001231
1992,Mark Gardner,33,63,0,4,2,0,4.80%,28.60%,0.04,0.206,0.14,0.182,0.18,0.168,,-2,0,-7,5.8,0.1,1004529
1971,John Strohmayer,27,40,0,2,3,0,0.00%,22.50%,0,0.308,0.229,0.229,0.229,0.208,,24,0,-3.3,2.8,0.1,1012626
2001,Curtis Pride,36,87,1,8,9,3,10.30%,25.30%,0.105,0.34,0.25,0.345,0.355,0.316,,83,-0.3,-2.2,0.1,0.1,1762
2012,Corey Brown,19,27,1,4,3,0,3.70%,33.30%,0.2,0.267,0.2,0.231,0.4,0.27,,66,0.2,-0.9,0.8,0.1,2650
1984,Bobby Ramos,31,91,2,8,5,0,6.60%,14.30%,0.084,0.203,0.193,0.244,0.277,0.235,,45,0,-5.6,3.5,0.1,1010675
2005,Jason Bergmann,15,4,0,2,0,0,25.00%,0.00%,0,0.333,0.333,0.5,0.333,0.398,,147,0,0.2,0.4,0.1,4640
1982,Mike Gates,36,132,0,16,8,0,6.80%,14.40%,0.066,0.269,0.231,0.28,0.298,0.263,,63,0,-5.5,1.9,0.1,1004572
2018,Jefry Rodriguez,14,18,0,2,1,0,0.00%,44.40%,0.063,0.375,0.188,0.188,0.25,0.188,,9,0,-2,2.2,0.1,17018
1975,Larry Johnson,1,4,0,0,1,0,25.00%,25.00%,0.333,0.5,0.333,0.5,0.667,0.509,,215,0,0.5,0.1,0.1,1006480
1980,Tony Bernazard,82,202,5,26,18,9,8.40%,20.30%,0.131,0.261,0.224,0.289,0.355,0.285,,76,1,-4.4,-1.3,0.1,1000889
1983,Bryn Smith,49,39,0,0,0,0,5.10%,12.80%,0,0.2,0.167,0.219,0.167,0.186,,11,0,-4,3.5,0.1,1012104
